customer_id,signup_date,acquisition_channel,region,company_size,initial_plan
CUST-03734,2024-08-23,Content Marketing,Asia Pacific,36,Pro
CUST-03735,2024-08-13,Organic Search,North America,44,Pro
CUST-03736,2024-08-04,Paid Ads,Asia Pacific,2,Pro
CUST-03737,2024-08-21,Paid Ads,North America,4,Free
CUST-03738,2024-08-04,Organic Search,Europe,49,Pro
CUST-03739,2024-08-10,Paid Ads,Asia Pacific,5,Free
CUST-03740,2024-08-22,Paid Ads,North America,12,Free
CUST-03741,2024-08-09,Content Marketing,North America,18,Free
CUST-03742,2024-08-12,Paid Ads,Europe,89,Business
CUST-03743,2024-08-22,Organic Search,North America,10,Free
CUST-03744,2024-08-25,Paid Ads,Europe,48,Pro
CUST-03745,2024-08-01,Content Marketing,Asia Pacific,9,Free
CUST-03746,2024-08-25,Paid Ads,Asia Pacific,2,Free
CUST-03747,2024-08-23,Organic Search,Europe,43,Pro
CUST-03748,2024-08-13,Content Marketing,North America,34,Pro
CUST-03749,2024-08-24,Organic Search,Europe,19,Pro
CUST-03750,2024-08-06,Organic Search,North America,49,Pro
CUST-03751,2024-08-24,Paid Ads,North America,37,Pro
CUST-03752,2024-08-22,Referral,North America,18,Free
CUST-03753,2024-08-03,Content Marketing,Asia Pacific,3,Free
CUST-03754,2024-08-25,Organic Search,Europe,10,Pro
CUST-03755,2024-08-18,Content Marketing,North America,5,Free
CUST-03756,2024-08-23,Referral,Asia Pacific,60,Business
CUST-03757,2024-08-24,Content Marketing,Europe,5,Pro
CUST-03758,2024-08-23,Content Marketing,Asia Pacific,19,Pro
CUST-03759,2024-08-08,Content Marketing,North America,17,Pro
CUST-03760,2024-08-05,Organic Search,Europe,203,Business
CUST-03761,2024-08-23,Organic Search,Europe,42,Pro
CUST-03762,2024-08-13,Content Marketing,North America,48,Pro
CUST-03763,2024-08-05,Paid Ads,Asia Pacific,18,Free
CUST-03764,2024-09-09,Paid Ads,Asia Pacific,4,Free
CUST-03765,2024-09-06,Referral,Europe,9,Free
CUST-03766,2024-09-14,Referral,North America,24,Pro
CUST-03767,2024-09-20,Organic Search,Asia Pacific,8,Free
CUST-03768,2024-09-22,Paid Ads,Asia Pacific,5,Free
CUST-03769,2024-09-22,Paid Ads,Latin America,36,Pro
CUST-03770,2024-09-10,Organic Search,North America,10,Free
CUST-03771,2024-09-17,Referral,Latin America,47,Pro
CUST-03772,2024-09-19,Organic Search,Latin America,3,Free
CUST-03773,2024-09-10,Content Marketing,Asia Pacific,18,Free
CUST-03774,2024-09-25,Organic Search,Europe,21,Pro
CUST-03775,2024-09-18,Referral,North America,11,Free
CUST-03776,2024-09-06,Organic Search,North America,34,Pro
CUST-03777,2024-09-10,Paid Ads,Asia Pacific,25,Pro
CUST-03778,2024-09-19,Organic Search,Europe,10,Free
CUST-03779,2024-09-02,Referral,Asia Pacific,12,Pro
CUST-03780,2024-09-24,Organic Search,North America,30,Pro
CUST-03781,2024-09-05,Content Marketing,North America,4,Free
CUST-03782,2024-09-18,Paid Ads,North America,13,Free
CUST-03783,2024-09-15,Outbound Sales,Europe,2092,Enterprise
CUST-03784,2024-09-03,Referral,Asia Pacific,22,Pro
CUST-03785,2024-09-06,Paid Ads,North America,6,Free
CUST-03786,2024-09-03,Content Marketing,North America,4,Pro
CUST-03787,2024-09-17,Organic Search,North America,6,Pro
CUST-03788,2024-09-20,Referral,Asia Pacific,19,Pro
CUST-03789,2024-09-12,Paid Ads,Asia Pacific,17,Free
CUST-03790,2024-09-20,Referral,Europe,2,Free
CUST-03791,2024-09-05,Organic Search,North America,14,Free
CUST-03792,2024-09-12,Paid Ads,Latin America,24,Pro
CUST-03793,2024-09-22,Referral,North America,237,Business
CUST-03794,2024-09-03,Paid Ads,Europe,10,Pro
CUST-03795,2024-09-17,Organic Search,North America,15,Free
CUST-03796,2024-09-05,Paid Ads,North America,176,Business
CUST-03797,2024-09-16,Content Marketing,Europe,3,Free
CUST-03798,2024-09-03,Organic Search,Asia Pacific,12,Free
CUST-03799,2024-09-04,Paid Ads,Europe,6,Pro
CUST-03800,2024-09-12,Outbound Sales,Europe,1698,Enterprise
CUST-03801,2024-09-08,Content Marketing,Europe,23,Pro
CUST-03802,2024-09-03,Organic Search,Latin America,37,Business
CUST-03803,2024-09-03,Paid Ads,Asia Pacific,25,Pro
CUST-03804,2024-09-16,Organic Search,North America,5,Pro
CUST-03805,2024-09-14,Content Marketing,North America,123,Business
CUST-03806,2024-09-22,Paid Ads,Europe,17,Free
CUST-03807,2024-09-10,Paid Ads,Europe,19,Free
CUST-03808,2024-09-19,Organic Search,Europe,40,Pro
CUST-03809,2024-09-18,Paid Ads,Europe,17,Free
CUST-03810,2024-09-24,Organic Search,Europe,31,Pro
CUST-03811,2024-09-26,Content Marketing,North America,13,Free
CUST-03812,2024-09-17,Paid Ads,Asia Pacific,1,Free
CUST-03813,2024-09-23,Paid Ads,Europe,36,Pro
CUST-03814,2024-09-10,Content Marketing,Europe,36,Pro
CUST-03815,2024-09-26,Organic Search,North America,16,Free
CUST-03816,2024-09-14,Organic Search,Asia Pacific,10,Free
CUST-03817,2024-09-02,Paid Ads,Latin America,5,Free
CUST-03818,2024-09-03,Content Marketing,Europe,47,Pro
CUST-03819,2024-09-03,Organic Search,Europe,4,Free
CUST-03820,2024-09-03,Content Marketing,Europe,29,Pro
CUST-03821,2024-09-22,Paid Ads,North America,13,Free
CUST-03822,2024-09-15,Paid Ads,North America,14,Free
CUST-03823,2024-09-01,Paid Ads,Europe,15,Free
CUST-03824,2024-09-19,Organic Search,North America,2,Free
CUST-03825,2024-09-06,Organic Search,North America,31,Pro
CUST-03826,2024-09-16,Referral,North America,30,Pro
CUST-03827,2024-09-15,Paid Ads,North America,17,Free
CUST-03828,2024-09-05,Paid Ads,Europe,11,Free
CUST-03829,2024-09-01,Content Marketing,Europe,14,Free
CUST-03830,2024-09-26,Organic Search,Asia Pacific,42,Pro
CUST-03831,2024-09-09,Paid Ads,North America,17,Free
CUST-03832,2024-09-09,Paid Ads,North America,16,Pro
CUST-03833,2024-09-15,Organic Search,North America,32,Pro
CUST-03834,2024-09-20,Outbound Sales,Europe,3836,Enterprise
CUST-03835,2024-09-15,Outbound Sales,Europe,2943,Enterprise
CUST-03836,2024-09-21,Organic Search,Asia Pacific,14,Free
CUST-03837,2024-09-07,Content Marketing,Asia Pacific,26,Business
CUST-03838,2024-09-01,Organic Search,North America,3,Free
CUST-03839,2024-09-01,Outbound Sales,North America,2164,Enterprise
CUST-03840,2024-09-14,Content Marketing,North America,39,Pro
CUST-03841,2024-09-05,Organic Search,Europe,28,Pro
CUST-03842,2024-09-24,Paid Ads,Asia Pacific,31,Pro
CUST-03843,2024-09-17,Content Marketing,North America,7,Free
CUST-03844,2024-09-19,Organic Search,Asia Pacific,17,Free
CUST-03845,2024-09-16,Paid Ads,Latin America,7,Pro
CUST-03846,2024-09-05,Referral,Europe,47,Business
CUST-03847,2024-09-27,Organic Search,Europe,29,Pro
CUST-03848,2024-09-23,Organic Search,North America,5,Free
CUST-03849,2024-09-15,Organic Search,Europe,6,Free
CUST-03850,2024-09-22,Referral,North America,12,Free
CUST-03851,2024-09-20,Paid Ads,Asia Pacific,16,Free
CUST-03852,2024-09-01,Paid Ads,North America,27,Pro
CUST-03853,2024-09-08,Organic Search,North America,30,Pro
CUST-03854,2024-09-07,Organic Search,North America,220,Business
CUST-03855,2024-09-05,Referral,North America,222,Business
CUST-03856,2024-09-24,Organic Search,Asia Pacific,14,Free
CUST-03857,2024-09-01,Referral,Latin America,28,Pro
CUST-03858,2024-09-25,Paid Ads,North America,20,Pro
CUST-03859,2024-09-23,Referral,North America,65,Business
CUST-03860,2024-09-17,Paid Ads,North America,20,Pro
CUST-03861,2024-09-01,Content Marketing,North America,67,Business
CUST-03862,2024-09-12,Organic Search,North America,168,Business
CUST-03863,2024-09-09,Content Marketing,Europe,36,Pro
CUST-03864,2024-09-14,Organic Search,Asia Pacific,1,Free
CUST-03865,2024-09-01,Organic Search,Asia Pacific,22,Pro
CUST-03866,2024-09-26,Paid Ads,Asia Pacific,18,Pro
CUST-03867,2024-09-18,Organic Search,North America,10,Free
CUST-03868,2024-09-12,Paid Ads,Latin America,15,Pro
CUST-03869,2024-09-19,Content Marketing,North America,26,Pro
CUST-03870,2024-09-10,Content Marketing,Asia Pacific,39,Pro
CUST-03871,2024-09-14,Paid Ads,North America,20,Business
CUST-03872,2024-09-21,Outbound Sales,Europe,3372,Enterprise
CUST-03873,2024-09-05,Paid Ads,North America,32,Pro
CUST-03874,2024-09-14,Organic Search,Europe,15,Pro
CUST-03875,2024-09-22,Content Marketing,North America,4,Free
CUST-03876,2024-09-13,Organic Search,Europe,32,Pro
CUST-03877,2024-09-02,Organic Search,North America,10,Free
CUST-03878,2024-09-09,Organic Search,North America,14,Pro
CUST-03879,2024-09-14,Organic Search,North America,120,Business
CUST-03880,2024-09-01,Organic Search,North America,9,Free
CUST-03881,2024-09-20,Organic Search,Europe,8,Pro
CUST-03882,2024-09-19,Paid Ads,North America,226,Business
CUST-03883,2024-09-23,Referral,Europe,6,Free
CUST-03884,2024-09-16,Content Marketing,Latin America,3,Free
CUST-03885,2024-09-16,Organic Search,North America,5,Free
CUST-03886,2024-09-14,Organic Search,North America,9,Pro
CUST-03887,2024-09-09,Paid Ads,Latin America,7,Free
CUST-03888,2024-09-20,Organic Search,Asia Pacific,3,Pro
CUST-03889,2024-09-06,Paid Ads,Latin America,8,Pro
CUST-03890,2024-09-02,Referral,Europe,25,Pro
CUST-03891,2024-09-25,Content Marketing,North America,12,Pro
CUST-03892,2024-09-12,Organic Search,Europe,14,Pro
CUST-03893,2024-09-22,Referral,Asia Pacific,205,Business
CUST-03894,2024-09-02,Referral,North America,116,Business
CUST-03895,2024-09-17,Content Marketing,Europe,1,Free
CUST-03896,2024-09-03,Organic Search,Latin America,19,Free
CUST-03897,2024-09-12,Referral,Europe,17,Pro
CUST-03898,2024-09-21,Referral,Asia Pacific,3,Free
CUST-03899,2024-09-17,Organic Search,Europe,5,Free
CUST-03900,2024-09-12,Referral,Europe,26,Pro
CUST-03901,2024-09-03,Referral,Europe,204,Business
CUST-03902,2024-09-26,Organic Search,North America,40,Pro
CUST-03903,2024-09-20,Paid Ads,North America,40,Pro
CUST-03904,2024-09-26,Paid Ads,Asia Pacific,15,Free
CUST-03905,2024-09-17,Content Marketing,Europe,39,Pro
CUST-03906,2024-09-26,Organic Search,North America,12,Free
CUST-03907,2024-09-06,Paid Ads,North America,3,Free
CUST-03908,2024-09-10,Organic Search,Latin America,174,Business
CUST-03909,2024-09-12,Referral,Asia Pacific,11,Free
CUST-03910,2024-09-21,Referral,Asia Pacific,228,Business
CUST-03911,2024-09-27,Paid Ads,Europe,8,Free
CUST-03912,2024-09-12,Paid Ads,Asia Pacific,3,Free
CUST-03913,2024-09-03,Organic Search,Europe,49,Business
CUST-03914,2024-09-11,Organic Search,North America,34,Pro
CUST-03915,2024-09-26,Referral,North America,128,Business
CUST-03916,2024-09-27,Organic Search,Europe,17,Free
CUST-03917,2024-09-27,Content Marketing,Asia Pacific,47,Pro
CUST-03918,2024-09-01,Referral,Asia Pacific,13,Pro
CUST-03919,2024-09-23,Content Marketing,North America,7,Free
CUST-03920,2024-09-26,Organic Search,Europe,25,Pro
CUST-03921,2024-09-03,Paid Ads,Latin America,17,Free
CUST-03922,2024-09-10,Organic Search,Europe,19,Free
CUST-03923,2024-09-23,Content Marketing,Asia Pacific,8,Pro
CUST-03924,2024-09-02,Referral,North America,2,Free
CUST-03925,2024-09-09,Referral,North America,31,Pro
CUST-03926,2024-09-23,Referral,Latin America,174,Business
CUST-03927,2024-09-05,Organic Search,Europe,1,Free
CUST-03928,2024-09-26,Paid Ads,Europe,17,Free
CUST-03929,2024-09-18,Content Marketing,North America,28,Pro
CUST-03930,2024-09-23,Organic Search,North America,87,Business
CUST-03931,2024-09-25,Outbound Sales,North America,962,Enterprise
CUST-03932,2024-09-03,Content Marketing,Asia Pacific,15,Free
CUST-03933,2024-09-24,Outbound Sales,Europe,1821,Enterprise
CUST-03934,2024-09-11,Content Marketing,Europe,22,Pro
CUST-03935,2024-09-14,Organic Search,Europe,11,Free
CUST-03936,2024-09-09,Paid Ads,Latin America,5,Free
CUST-03937,2024-09-16,Organic Search,Asia Pacific,4,Free
CUST-03938,2024-09-11,Referral,North America,36,Pro
CUST-03939,2024-09-19,Organic Search,North America,37,Pro
CUST-03940,2024-09-01,Content Marketing,North America,14,Free
CUST-03941,2024-09-21,Organic Search,North America,9,Free
CUST-03942,2024-09-16,Organic Search,North America,34,Pro
CUST-03943,2024-09-24,Organic Search,Europe,3,Free
CUST-03944,2024-09-08,Referral,Europe,11,Pro
CUST-03945,2024-09-16,Organic Search,Asia Pacific,7,Free
CUST-03946,2024-09-10,Organic Search,Latin America,32,Pro
CUST-03947,2024-09-07,Organic Search,Europe,41,Pro
CUST-03948,2024-09-09,Organic Search,Europe,10,Free
CUST-03949,2024-09-13,Content Marketing,Europe,45,Pro
CUST-03950,2024-09-13,Paid Ads,Europe,7,Free
CUST-03951,2024-09-27,Organic Search,North America,39,Pro
CUST-03952,2024-09-20,Organic Search,North America,5,Free
CUST-03953,2024-09-05,Organic Search,North America,17,Free
CUST-03954,2024-09-02,Paid Ads,Europe,47,Pro
CUST-03955,2024-09-27,Organic Search,North America,36,Pro
CUST-03956,2024-09-14,Organic Search,Europe,12,Free
CUST-03957,2024-09-10,Organic Search,Latin America,47,Pro
CUST-03958,2024-09-18,Organic Search,Europe,35,Pro
CUST-03959,2024-09-03,Referral,North America,46,Pro
CUST-03960,2024-09-22,Organic Search,Latin America,16,Free
CUST-03961,2024-09-20,Referral,Europe,16,Free
CUST-03962,2024-09-20,Referral,Europe,30,Pro
CUST-03963,2024-09-06,Content Marketing,Europe,13,Free
CUST-03964,2024-09-20,Organic Search,Europe,13,Free
CUST-03965,2024-09-20,Content Marketing,North America,231,Business
CUST-03966,2024-09-27,Content Marketing,Europe,170,Business
CUST-03967,2024-09-27,Outbound Sales,Asia Pacific,1377,Enterprise
CUST-03968,2024-09-25,Content Marketing,Europe,8,Pro
CUST-03969,2024-09-09,Organic Search,North America,38,Pro
CUST-03970,2024-09-07,Content Marketing,Asia Pacific,14,Free
CUST-03971,2024-09-03,Content Marketing,Europe,1,Free
CUST-03972,2024-09-06,Organic Search,Europe,192,Business
CUST-03973,2024-09-18,Organic Search,Asia Pacific,16,Free
CUST-03974,2024-09-25,Content Marketing,North America,3,Free
CUST-03975,2024-09-13,Organic Search,Europe,17,Pro
CUST-03976,2024-09-12,Content Marketing,Europe,152,Business
CUST-03977,2024-09-20,Paid Ads,Asia Pacific,118,Business
CUST-03978,2024-09-14,Referral,Europe,35,Pro
CUST-03979,2024-09-10,Organic Search,Europe,9,Free
CUST-03980,2024-09-05,Referral,Latin America,23,Pro
CUST-03981,2024-09-01,Paid Ads,North America,25,Pro
CUST-03982,2024-09-13,Content Marketing,Europe,5,Free
CUST-03983,2024-09-14,Organic Search,Europe,19,Free
CUST-03984,2024-09-03,Organic Search,North America,6,Free
CUST-03985,2024-09-19,Organic Search,North America,2,Free
CUST-03986,2024-09-21,Organic Search,Asia Pacific,16,Pro
CUST-03987,2024-09-01,Outbound Sales,North America,3494,Enterprise
CUST-03988,2024-09-07,Organic Search,North America,33,Pro
CUST-03989,2024-09-01,Organic Search,North America,227,Business
CUST-03990,2024-09-11,Content Marketing,North America,11,Business
CUST-03991,2024-09-27,Organic Search,North America,7,Free
CUST-03992,2024-09-09,Organic Search,Europe,5,Pro
CUST-03993,2024-09-07,Referral,Europe,19,Pro
CUST-03994,2024-09-24,Paid Ads,Europe,12,Free
CUST-03995,2024-09-15,Content Marketing,Asia Pacific,50,Business
CUST-03996,2024-09-01,Referral,Latin America,17,Pro
CUST-03997,2024-09-27,Organic Search,North America,2,Free
CUST-03998,2024-09-08,Paid Ads,Asia Pacific,29,Pro
CUST-03999,2024-09-06,Content Marketing,North America,212,Business
CUST-04000,2024-09-24,Paid Ads,Asia Pacific,43,Pro
CUST-04001,2024-09-13,Referral,North America,36,Pro
CUST-04002,2024-09-10,Paid Ads,Asia Pacific,16,Free
CUST-04003,2024-09-20,Paid Ads,North America,18,Free
CUST-04004,2024-09-05,Referral,North America,77,Business
CUST-04005,2024-09-10,Organic Search,Europe,96,Business
CUST-04006,2024-09-20,Paid Ads,Latin America,17,Free
CUST-04007,2024-09-06,Organic Search,North America,1,Free
CUST-04008,2024-09-07,Referral,North America,14,Free
CUST-04009,2024-09-14,Paid Ads,North America,12,Free
CUST-04010,2024-09-07,Organic Search,Asia Pacific,32,Pro
CUST-04011,2024-09-26,Organic Search,Asia Pacific,38,Pro
CUST-04012,2024-09-17,Content Marketing,North America,9,Free
CUST-04013,2024-09-02,Organic Search,North America,10,Free
CUST-04014,2024-09-07,Organic Search,Asia Pacific,27,Pro
CUST-04015,2024-09-03,Organic Search,Asia Pacific,196,Business
CUST-04016,2024-09-25,Paid Ads,North America,5,Free
CUST-04017,2024-09-19,Organic Search,Europe,8,Pro
CUST-04018,2024-09-25,Content Marketing,Latin America,11,Free
CUST-04019,2024-09-02,Referral,Europe,43,Pro
CUST-04020,2024-09-17,Organic Search,North America,10,Free
CUST-04021,2024-09-05,Paid Ads,Latin America,23,Pro
CUST-04022,2024-09-27,Organic Search,North America,19,Free
CUST-04023,2024-09-16,Organic Search,Europe,37,Pro
CUST-04024,2024-09-06,Paid Ads,North America,48,Pro
CUST-04025,2024-09-16,Organic Search,North America,11,Free
CUST-04026,2024-09-16,Content Marketing,Asia Pacific,14,Free
CUST-04027,2024-09-09,Paid Ads,Latin America,8,Free
CUST-04028,2024-09-20,Organic Search,North America,35,Pro
CUST-04029,2024-09-01,Outbound Sales,North America,2406,Enterprise
CUST-04030,2024-09-18,Paid Ads,Europe,40,Pro
CUST-04031,2024-09-16,Organic Search,Europe,11,Free
CUST-04032,2024-09-14,Paid Ads,Europe,13,Free
CUST-04033,2024-09-12,Outbound Sales,Europe,4414,Enterprise
CUST-04034,2024-09-07,Paid Ads,Asia Pacific,134,Business
CUST-04035,2024-09-24,Paid Ads,North America,49,Pro
CUST-04036,2024-09-27,Paid Ads,Europe,3,Free
CUST-04037,2024-09-14,Organic Search,Asia Pacific,9,Free
CUST-04038,2024-09-15,Organic Search,Latin America,2,Free
CUST-04039,2024-09-01,Paid Ads,Asia Pacific,7,Pro
CUST-04040,2024-09-15,Content Marketing,North America,8,Free
CUST-04041,2024-09-22,Referral,North America,1,Free
CUST-04042,2024-09-13,Organic Search,Europe,14,Free
CUST-04043,2024-09-04,Paid Ads,North America,11,Free
CUST-04044,2024-09-23,Organic Search,North America,26,Pro
CUST-04045,2024-09-24,Organic Search,North America,33,Pro
CUST-04046,2024-09-26,Referral,North America,146,Business
CUST-04047,2024-09-05,Organic Search,Europe,18,Free
CUST-04048,2024-09-27,Content Marketing,Asia Pacific,32,Pro
CUST-04049,2024-09-18,Paid Ads,North America,117,Business
CUST-04050,2024-09-05,Referral,North America,4,Free
CUST-04051,2024-09-02,Content Marketing,Europe,42,Business
CUST-04052,2024-09-09,Referral,Asia Pacific,98,Business
CUST-04053,2024-09-19,Content Marketing,Asia Pacific,14,Free
CUST-04054,2024-09-02,Content Marketing,Europe,7,Free
CUST-04055,2024-09-08,Paid Ads,North America,14,Free
CUST-04056,2024-09-12,Organic Search,Europe,11,Free
CUST-04057,2024-09-26,Organic Search,North America,16,Free
CUST-04058,2024-09-06,Content Marketing,North America,14,Free
CUST-04059,2024-09-12,Organic Search,Europe,5,Pro
CUST-04060,2024-09-15,Content Marketing,Asia Pacific,9,Pro
CUST-04061,2024-09-26,Organic Search,Latin America,12,Pro
CUST-04062,2024-09-25,Referral,Asia Pacific,30,Pro
CUST-04063,2024-09-27,Organic Search,North America,128,Business
CUST-04064,2024-09-12,Outbound Sales,Europe,494,Enterprise
CUST-04065,2024-09-18,Organic Search,Asia Pacific,5,Free
CUST-04066,2024-09-04,Paid Ads,Europe,4,Free
CUST-04067,2024-09-18,Content Marketing,Europe,9,Free
CUST-04068,2024-09-07,Organic Search,North America,2,Free
CUST-04069,2024-09-22,Organic Search,Latin America,38,Pro
CUST-04070,2024-09-04,Content Marketing,North America,43,Pro
CUST-04071,2024-09-03,Content Marketing,Europe,18,Pro
CUST-04072,2024-09-09,Organic Search,Europe,8,Pro
CUST-04073,2024-09-02,Paid Ads,Europe,8,Free
CUST-04074,2024-09-27,Organic Search,Asia Pacific,12,Free
CUST-04075,2024-09-14,Organic Search,North America,18,Free
CUST-04076,2024-09-20,Paid Ads,Asia Pacific,13,Free
CUST-04077,2024-09-10,Organic Search,Asia Pacific,5,Free
CUST-04078,2024-09-06,Paid Ads,Latin America,11,Free
CUST-04079,2024-09-13,Organic Search,Asia Pacific,6,Free
CUST-04080,2024-09-12,Content Marketing,North America,19,Free
CUST-04081,2024-09-08,Paid Ads,North America,1,Free
CUST-04082,2024-09-25,Organic Search,Europe,16,Free
CUST-04083,2024-09-23,Content Marketing,Europe,8,Pro
CUST-04084,2024-09-02,Content Marketing,North America,7,Free
CUST-04085,2024-09-09,Organic Search,Latin America,5,Free
CUST-04086,2024-09-13,Outbound Sales,North America,655,Enterprise
CUST-04087,2024-09-11,Organic Search,North America,12,Free
CUST-04088,2024-09-23,Organic Search,Europe,47,Pro
CUST-04089,2024-09-27,Paid Ads,Europe,45,Pro
CUST-04090,2024-09-12,Organic Search,North America,6,Free
CUST-04091,2024-09-16,Referral,Europe,17,Pro
CUST-04092,2024-09-23,Paid Ads,North America,46,Pro
CUST-04093,2024-09-09,Content Marketing,Europe,4,Pro
CUST-04094,2024-09-21,Organic Search,North America,11,Free
CUST-04095,2024-09-21,Organic Search,North America,7,Pro
CUST-04096,2024-09-15,Paid Ads,Latin America,25,Pro
CUST-04097,2024-09-19,Organic Search,Europe,17,Pro
CUST-04098,2024-09-27,Content Marketing,North America,8,Free
CUST-04099,2024-09-13,Referral,Europe,33,Pro
CUST-04100,2024-09-09,Content Marketing,North America,40,Pro
CUST-04101,2024-09-01,Referral,North America,2,Free
CUST-04102,2024-09-23,Organic Search,North America,22,Pro
CUST-04103,2024-09-20,Organic Search,North America,44,Business
CUST-04104,2024-10-02,Content Marketing,Europe,150,Business
CUST-04105,2024-10-26,Paid Ads,North America,30,Pro
CUST-04106,2024-10-16,Paid Ads,Asia Pacific,4,Pro
CUST-04107,2024-10-24,Organic Search,Europe,16,Business
CUST-04108,2024-10-18,Content Marketing,Asia Pacific,10,Free
CUST-04109,2024-10-19,Organic Search,Latin America,18,Free
CUST-04110,2024-10-15,Content Marketing,North America,91,Business
CUST-04111,2024-10-21,Organic Search,North America,9,Pro
CUST-04112,2024-10-19,Referral,North America,16,Pro
CUST-04113,2024-10-24,Paid Ads,Asia Pacific,12,Free
CUST-04114,2024-10-11,Organic Search,Europe,8,Pro
CUST-04115,2024-10-09,Organic Search,Asia Pacific,9,Free
CUST-04116,2024-10-18,Organic Search,North America,9,Free
CUST-04117,2024-10-07,Referral,North America,170,Business
CUST-04118,2024-10-11,Referral,North America,8,Free
CUST-04119,2024-10-02,Organic Search,Europe,10,Pro
CUST-04120,2024-10-11,Paid Ads,Asia Pacific,40,Pro
CUST-04121,2024-10-01,Organic Search,Asia Pacific,10,Free
CUST-04122,2024-10-24,Referral,Asia Pacific,163,Business
CUST-04123,2024-10-24,Content Marketing,North America,5,Free
CUST-04124,2024-10-16,Content Marketing,North America,5,Free
CUST-04125,2024-10-26,Content Marketing,Europe,13,Free
CUST-04126,2024-10-26,Organic Search,Europe,22,Pro
CUST-04127,2024-10-19,Organic Search,North America,46,Pro
CUST-04128,2024-10-17,Content Marketing,North America,1,Free
CUST-04129,2024-10-17,Organic Search,North America,15,Free
CUST-04130,2024-10-08,Organic Search,Europe,17,Free
CUST-04131,2024-10-03,Organic Search,Asia Pacific,49,Pro
CUST-04132,2024-10-09,Referral,North America,46,Pro
CUST-04133,2024-10-03,Referral,North America,28,Pro
CUST-04134,2024-10-27,Outbound Sales,Asia Pacific,3740,Enterprise
CUST-04135,2024-10-04,Paid Ads,Europe,8,Pro
CUST-04136,2024-10-24,Organic Search,Europe,11,Free
CUST-04137,2024-10-12,Paid Ads,North America,5,Free
CUST-04138,2024-10-20,Content Marketing,Europe,33,Pro
CUST-04139,2024-10-12,Organic Search,North America,24,Pro
CUST-04140,2024-10-12,Content Marketing,Asia Pacific,46,Pro
CUST-04141,2024-10-01,Paid Ads,North America,11,Free
CUST-04142,2024-10-19,Content Marketing,North America,11,Free
CUST-04143,2024-10-20,Content Marketing,Asia Pacific,27,Pro
CUST-04144,2024-10-08,Paid Ads,Latin America,178,Business
CUST-04145,2024-10-25,Referral,North America,15,Free
CUST-04146,2024-10-15,Paid Ads,North America,3,Free
CUST-04147,2024-10-22,Content Marketing,Europe,45,Pro
CUST-04148,2024-10-03,Content Marketing,Asia Pacific,32,Pro
CUST-04149,2024-10-07,Paid Ads,Europe,27,Pro
CUST-04150,2024-10-23,Organic Search,Latin America,123,Business
CUST-04151,2024-10-07,Outbound Sales,North America,394,Enterprise
CUST-04152,2024-10-23,Content Marketing,Asia Pacific,8,Free
CUST-04153,2024-10-18,Paid Ads,Asia Pacific,110,Business
CUST-04154,2024-10-13,Outbound Sales,North America,183,Business
CUST-04155,2024-10-25,Paid Ads,North America,24,Pro
CUST-04156,2024-10-24,Paid Ads,North America,23,Pro
CUST-04157,2024-10-11,Paid Ads,Asia Pacific,19,Pro
CUST-04158,2024-10-15,Organic Search,North America,4,Free
CUST-04159,2024-10-25,Paid Ads,Latin America,15,Pro
CUST-04160,2024-10-05,Referral,Latin America,13,Free
CUST-04161,2024-10-25,Organic Search,Asia Pacific,2,Free
CUST-04162,2024-10-06,Organic Search,Asia Pacific,64,Business
CUST-04163,2024-10-16,Referral,North America,9,Free
CUST-04164,2024-10-13,Content Marketing,North America,19,Free
CUST-04165,2024-10-12,Outbound Sales,Asia Pacific,2005,Enterprise
CUST-04166,2024-10-19,Organic Search,Europe,1,Free
CUST-04167,2024-10-26,Content Marketing,North America,4,Free
CUST-04168,2024-10-16,Organic Search,North America,25,Pro
CUST-04169,2024-10-06,Organic Search,North America,10,Pro
CUST-04170,2024-10-06,Referral,Europe,98,Business
CUST-04171,2024-10-18,Paid Ads,Europe,3,Pro
CUST-04172,2024-10-05,Content Marketing,North America,17,Free
CUST-04173,2024-10-23,Organic Search,Europe,26,Business
CUST-04174,2024-10-14,Organic Search,Asia Pacific,18,Free
CUST-04175,2024-10-17,Paid Ads,North America,16,Pro
CUST-04176,2024-10-22,Organic Search,North America,8,Free
CUST-04177,2024-10-25,Organic Search,North America,1,Free
CUST-04178,2024-10-23,Organic Search,Europe,10,Free
CUST-04179,2024-10-16,Organic Search,North America,46,Pro
CUST-04180,2024-10-21,Referral,North America,23,Pro
CUST-04181,2024-10-04,Organic Search,North America,172,Business
CUST-04182,2024-10-22,Paid Ads,Europe,49,Pro
CUST-04183,2024-10-19,Paid Ads,North America,5,Free
CUST-04184,2024-10-24,Paid Ads,North America,222,Business
CUST-04185,2024-10-14,Paid Ads,North America,2,Free
CUST-04186,2024-10-08,Referral,Europe,3,Free
CUST-04187,2024-10-23,Content Marketing,North America,11,Free
CUST-04188,2024-10-13,Organic Search,North America,179,Business
CUST-04189,2024-10-22,Content Marketing,North America,27,Business
CUST-04190,2024-10-08,Organic Search,Asia Pacific,23,Pro
CUST-04191,2024-10-01,Paid Ads,North America,13,Free
CUST-04192,2024-10-07,Paid Ads,Latin America,15,Free
CUST-04193,2024-10-12,Organic Search,North America,10,Free
CUST-04194,2024-10-22,Organic Search,North America,47,Pro
CUST-04195,2024-10-22,Organic Search,North America,2,Pro
